entity_id,entity_name,entity_type,registration_number,registration_date,registration_age_days,jurisdiction,jurisdiction_risk,sector,sector_risk,ubo_name,ubo_nationality,ubo_count,ubo_disclosed,ubo_pep_flag,ubo_sanctions_flag,entity_sanctions_flag,worldcheck_hit,shell_company_flag,complex_structure_flag,num_subsidiaries,layering_depth,adverse_media_flag,adverse_media_count,annual_turnover_cr,declared_income_cr,income_turnover_gap,dormant_flag,director_name,multi_directorship_flag,director_company_count,docs_complete,rule_risk_score,sar_label,jurisdiction_risk_enc,sector_risk_enc,entity_type_enc,reg_age_years,ubo_opacity_score,structure_complexity,financial_opacity,alert_signal_count,ml_risk_score,ml_risk_tier,ml_alert
ENT00034,Iyer Holdings LLP,LLP,REG368232,2011-09-22,5334,UK,Low,Retail,Low,John Patel,UAE,2,1,0,0,0,0,0,0,2,1,0,0,7.99,2.11,1.66,0,Sarah Mehta,0,3,1,0,0,1,1,0,14.61,0,10.49306144334055,0.9783261227936076,0,0.0,Low,0
ENT00035,Iyer Solutions LLP,LLP,REG747054,2020-06-29,2131,India,Low,Manufacturing,Low,Wei Nair,American,2,1,0,0,0,0,0,0,1,2,0,0,109.94,14.88,65.3,0,Ananya Chen,0,2,1,0,0,1,1,0,5.84,0,13.465735902799727,4.194189897191817,0,0.0,Low,0
ENT00036,Reddy Trading Ltd,Private Limited,REG759226,2010-01-08,5956,Canada,Low,Healthcare,Low,Mohammed Singh,Nigerian,2,1,0,0,0,0,0,0,3,1,0,0,173.86,27.01,92.83,0,Ananya Kumar,0,1,1,0,0,1,1,2,16.32,0,11.931471805599454,4.541484634301958,0,0.0,Low,0
ENT00037,Iyer Enterprises Ltd,Sole Proprietor,REG291359,2005-02-26,7733,Japan,Low,Manufacturing,Low,Fatima Nair,Cayman,2,1,0,0,0,0,0,0,2,2,0,0,369.68,55.67,202.67,0,Mohammed Williams,0,3,1,0,0,1,1,4,21.19,0,15.49306144334055,5.316501036981665,0,0.0,Low,0
ENT00038,Williams Consulting Ltd,Partnership,REG643878,2020-05-26,2165,Germany,Low,Manufacturing,Low,Wei Williams,American,2,1,0,0,0,0,0,0,3,1,0,0,244.53,95.24,41.19,0,Carlos Williams,0,1,1,0,0,1,1,1,5.93,0,11.931471805599454,3.7421832261362473,0,0.0,Low,0
ENT00039,Williams Holdings LLP,Public Limited,REG162738,2023-07-31,1004,USA,Low,IT Services,Low,Rajesh Sharma,British,6,1,0,0,1,1,0,1,12,5,1,3,384.66,42.96,255.78,0,Sunita Gupta,0,1,1,80,1,1,1,3,2.75,0,62.82474678730768,5.548219687162938,3,100.0,High,1
ENT00040,Reddy Capital Ltd,Public Limited,REG406468,2010-06-21,5792,India,Low,Logistics,Low,Priya Patel,American,2,1,0,0,0,0,0,0,0,1,0,0,400.22,88.04,136.1,0,Arun Reddy,0,2,1,0,0,1,1,3,15.87,0,5.0,4.920710586568268,0,0.0,Low,0
ENT00041,Nair Consulting LLP,Public Limited,REG775886,2022-08-28,1341,Seychelles,High,Cryptocurrency,High,Rajesh Chen,Nigerian,5,0,1,1,0,1,0,1,5,4,1,8,338.68,131.36,55.4,0,Ananya Mehta,1,12,1,100,1,0,0,3,3.67,100,53.95879734614027,4.032469158504013,4,100.0,High,1
ENT00042,Nair Consulting LLP,Private Limited,REG312022,2020-04-09,2212,Dubai,Medium,Healthcare,Low,Rajesh Patel,American,1,1,0,0,0,0,0,0,2,2,0,0,88.1,26.02,10.04,0,Deepika Reddy,0,1,1,15,0,2,1,2,6.06,0,15.49306144334055,2.401525040848949,0,0.0,Low,0
ENT00043,Patel Solutions Ltd,Sole Proprietor,REG802509,2022-08-03,1366,India,Low,Logistics,Low,Mohammed Kumar,UAE,1,1,0,0,0,0,0,0,2,2,0,0,76.76,10.83,44.27,0,Carlos Reddy,0,3,1,0,0,1,1,4,3.74,0,15.49306144334055,3.8126445614478675,0,0.0,Low,0
ENT00044,Singh Holdings LLP,Partnership,REG964937,2007-07-15,6864,Australia,Low,IT Services,Low,Rajesh Nair,American,1,1,0,0,0,0,0,0,1,2,0,0,247.36,51.44,93.04,0,Fatima Singh,0,1,1,0,0,1,1,1,18.81,0,13.465735902799727,4.543720223671869,0,0.0,Low,0
ENT00045,Williams Enterprises Ltd,LLP,REG337731,2015-01-05,4133,Canada,Low,Education,Low,Ananya Singh,Russian,1,1,0,0,0,0,0,0,2,2,0,0,393.53,63.58,202.79,0,Wei Iyer,0,3,1,0,0,1,1,0,11.32,0,15.49306144334055,5.31709005187132,0,0.0,Low,0
ENT00046,Kumar Trading LLP,Partnership,REG174115,2005-05-01,7669,British Virgin Islands,High,Cryptocurrency,High,Arun Reddy,Russian,3,0,1,0,0,0,1,1,6,6,1,6,163.72,20.11,103.39,0,Mohammed Iyer,1,14,1,100,1,0,0,1,21.01,70,94.72955074527657,4.648133885420207,4,100.0,High,1
ENT00047,Al-Farsi Capital Ltd,LLP,REG589870,2018-09-25,2774,Singapore,Medium,Import/Export,Medium,Rajesh Patel,Cayman,1,1,0,0,0,0,0,0,0,1,0,0,104.87,15.87,57.26,0,John Sharma,0,3,1,27,0,2,2,0,7.6,0,5.0,4.064915751531289,0,0.0,Low,0
ENT00048,Sharma Trading LLP,Sole Proprietor,REG661755,2022-03-23,1499,India,Low,Logistics,Low,Carlos Gupta,Cayman,2,1,0,0,0,0,0,0,4,2,0,0,373.32,146.17,65.19,0,Wei Williams,0,1,1,0,0,1,1,4,4.11,0,18.0471895621705,4.1925293941308315,0,0.0,Low,0
ENT00049,Williams Capital Ltd,Partnership,REG357017,2021-11-02,1640,Canada,Low,Manufacturing,Low,Mohammed Sharma,Russian,1,1,0,0,0,0,0,0,0,1,0,0,303.13,110.67,28.88,0,Wei Patel,0,3,1,0,0,1,1,1,4.49,0,5.0,3.3971893602646164,0,0.0,Low,0
ENT00050,Mehta Holdings LLP,LLP,REG478799,2020-01-20,2292,Australia,Low,IT Services,Low,Fatima Singh,Russian,1,1,0,0,0,0,0,0,4,2,0,0,183.82,70.73,28.37,0,Carlos Williams,0,2,1,0,0,1,1,0,6.28,0,18.0471895621705,3.379973745210529,0,0.0,Low,0
ENT00051,Patel Capital LLP,LLP,REG800507,2009-09-15,6071,UK,Low,Education,Low,Fatima Al-Farsi,American,1,1,0,0,0,0,0,0,0,2,0,0,350.63,48.23,205.94,0,Arun Nair,0,2,1,0,0,1,1,0,16.63,0,10.0,5.332428896176805,0,0.0,Low,0
ENT00052,Patel Trading Ltd,Public Limited,REG130648,2021-11-08,1634,Australia,Low,Retail,Low,Rajesh Reddy,Indian,2,1,0,0,0,0,0,0,3,1,0,0,312.8,56.82,142.34,0,Priya Patel,0,2,1,0,0,1,1,3,4.48,0,11.931471805599454,4.9652194305657735,0,0.0,Low,0
ENT00053,Gupta Solutions Ltd,LLP,REG967832,2008-07-02,6511,India,Low,Manufacturing,Low,Sarah Sharma,American,1,1,0,0,0,0,0,0,3,2,0,0,334.13,127.93,49.66,0,John Gupta,0,3,1,0,0,1,1,0,17.84,0,16.931471805599454,3.925136644573529,0,0.0,Low,0
ENT00054,Gupta Ventures Ltd,Sole Proprietor,REG486604,2018-05-20,2902,USA,Low,Education,Low,Priya Iyer,Nigerian,2,1,0,0,0,0,0,0,0,1,0,0,396.15,128.34,11.13,0,Ananya Mehta,0,3,1,0,0,1,1,4,7.95,0,5.0,2.495681722955959,0,0.0,Low,0
ENT00055,Williams Holdings LLP,Partnership,REG801579,2023-05-15,1081,Hong Kong,Medium,Logistics,Low,Mohammed Singh,American,1,1,0,0,0,0,0,0,0,1,0,0,193.87,50.38,42.73,0,Ananya Gupta,0,1,1,15,0,2,1,1,2.96,0,5.0,3.778034365424829,0,0.0,Low,0
ENT00056,Mehta Ventures LLP,Private Limited,REG447561,2023-07-30,1005,Canada,Low,Retail,Low,Sunita Al-Farsi,Indian,1,1,0,0,0,0,0,0,0,2,0,0,127.26,23.89,55.59,0,Sunita Al-Farsi,0,3,1,0,0,1,1,2,2.75,0,10.0,4.035832291154432,0,0.0,Low,0
ENT00057,Gupta Capital Ltd,Partnership,REG879400,2008-01-18,6677,USA,Low,Healthcare,Low,Sarah Williams,UAE,2,1,0,0,0,0,0,0,2,2,0,0,178.57,51.12,25.21,0,Rajesh Singh,0,2,1,0,0,1,1,1,18.29,0,15.49306144334055,3.266141017335315,0,0.0,Low,0
ENT00058,Williams Group Ltd,Trust,REG197883,2009-11-27,5998,Germany,Low,Manufacturing,Low,Sarah Kumar,British,2,1,0,0,0,0,0,0,1,1,0,0,127.84,37.64,14.92,0,Mohammed Patel,0,3,1,0,0,1,1,5,16.43,0,8.465735902799727,2.767576180416237,0,0.0,Low,0
ENT00059,Iyer Capital Ltd,Sole Proprietor,REG700275,2022-03-22,1500,Japan,Low,Retail,Low,Sunita Chen,American,1,1,0,0,0,0,0,0,3,1,0,0,10.01,1.95,4.16,0,Deepika Singh,0,2,1,0,0,1,1,4,4.11,0,11.931471805599454,1.6409365794934714,0,0.0,Low,0
ENT00060,Mehta Consulting LLP,Partnership,REG808774,2022-08-22,1347,India,Low,Pawnbroking,Medium,Wei Iyer,UAE,1,1,0,0,0,0,0,0,4,2,0,0,234.27,83.37,15.84,0,Ananya Kumar,0,2,1,12,0,1,2,1,3.69,0,18.0471895621705,2.8237570088141806,0,0.0,Low,0
ENT00061,Mehta Group LLP,LLP,REG382319,2020-01-24,2288,Marshall Islands,High,Mining,High,Mohammed Singh,British,3,0,0,0,0,0,0,0,8,6,0,0,357.49,132.22,39.17,0,Fatima Patel,1,9,0,100,1,0,0,0,6.27,40,40.9861228866811,3.693120448371191,2,100.0,High,1
ENT00062,Patel Solutions LLP,Public Limited,REG591977,2012-10-15,4945,Canada,Low,Healthcare,Low,Sarah Gupta,Russian,2,1,0,0,0,0,0,0,2,1,0,0,260.51,96.6,29.29,0,Ananya Kumar,0,3,1,0,0,1,1,3,13.55,0,10.49306144334055,3.410817625039146,0,0.0,Low,0
ENT00063,Patel Capital LLP,Trust,REG552732,2007-12-24,6702,Australia,Low,IT Services,Low,Wei Chen,Russian,2,1,0,0,0,0,0,0,3,2,0,0,435.68,143.91,3.95,0,Priya Reddy,0,3,1,0,0,1,1,5,18.36,0,16.931471805599454,1.599387576580599,0,0.0,Low,0
ENT00064,Patel Ventures Ltd,Sole Proprietor,REG520420,2012-11-24,4905,India,Low,Education,Low,Arun Patel,Nigerian,2,1,0,0,0,0,0,0,0,1,0,0,329.96,61.35,145.91,0,Wei Sharma,0,3,1,0,0,1,1,4,13.44,0,5.0,4.989820154382335,0,0.0,Low,0
ENT00065,Mehta Ventures Ltd,Partnership,REG262540,2010-01-01,5963,Japan,Low,Healthcare,Low,Carlos Sharma,UAE,2,1,0,0,0,0,0,0,4,2,0,0,442.46,101.31,138.53,0,Sunita Gupta,0,2,1,0,0,1,1,1,16.34,0,18.0471895621705,4.938279631904115,0,0.0,Low,0
ENT00066,Iyer Enterprises Ltd,Partnership,REG227001,2019-02-12,2634,Australia,Low,IT Services,Low,Fatima Kumar,Indian,1,1,0,0,0,0,0,0,1,2,0,0,258.21,66.53,58.62,0,Fatima Nair,0,3,1,0,0,1,1,1,7.22,0,13.465735902799727,4.087991088249925,0,0.0,Low,0
ENT00067,Patel Trading Ltd,Public Limited,REG955781,2011-12-04,5261,Canada,Low,Retail,Low,Rajesh Gupta,Indian,1,1,0,0,0,0,0,0,2,2,0,0,130.52,22.45,63.17,0,Arun Iyer,0,1,1,0,0,1,1,3,14.41,0,15.49306144334055,4.161535811762424,0,0.0,Low,0
ENT00068,Sharma Capital Ltd,Sole Proprietor,REG705389,2012-08-11,5010,Canada,Low,Healthcare,Low,Sunita Iyer,Cayman,1,1,0,0,0,0,0,0,1,1,0,0,28.87,3.29,19.0,0,Rajesh Reddy,0,1,1,0,0,1,1,4,13.73,0,8.465735902799727,2.995732273553991,0,0.0,Low,0
ENT00069,Iyer Capital LLP,LLP,REG540681,2022-06-15,1415,USA,Low,Logistics,Low,Carlos Singh,Russian,2,1,0,0,0,0,0,0,0,2,0,0,474.94,47.75,331.69,0,Priya Sharma,0,3,1,0,0,1,1,0,3.88,0,10.0,5.807211125464201,0,0.0,Low,0
ENT00070,Nair Group LLP,Sole Proprietor,REG191907,2017-09-03,3161,Japan,Low,Education,Low,Fatima Chen,British,2,1,0,0,0,0,0,0,2,2,0,0,105.54,20.32,44.58,0,Sarah Mehta,0,2,1,0,0,1,1,4,8.66,0,15.49306144334055,3.819469023817538,0,0.0,Low,0
ENT00071,Gupta Trading Ltd,Trust,REG677949,2019-05-14,2543,USA,Low,Education,Low,Fatima Iyer,American,1,1,0,0,0,0,0,0,3,2,0,0,222.58,41.92,96.82,0,Arun Reddy,0,1,1,0,0,1,1,5,6.97,0,16.931471805599454,4.583129055111211,0,0.0,Low,0
ENT00072,Mehta Holdings LLP,Partnership,REG713128,2020-02-06,2275,Dubai,Medium,IT Services,Low,Mohammed Chen,Indian,2,1,0,0,0,0,0,0,3,2,0,0,119.61,12.94,80.79,0,Sarah Gupta,0,3,1,15,0,2,1,1,6.23,0,16.931471805599454,4.4041549867468825,0,0.0,Low,0
ENT00073,Kumar Ventures LLP,Partnership,REG342834,2016-09-19,3510,Australia,Low,Education,Low,Carlos Mehta,Nigerian,1,1,0,0,0,0,0,0,2,2,0,0,64.35,8.77,38.04,0,Mohammed Singh,0,3,1,0,0,1,1,1,9.62,0,15.49306144334055,3.664586761544892,0,0.0,Low,0
ENT00074,Nair Holdings LLP,Sole Proprietor,REG326168,2016-05-22,3630,UK,Low,Arms & Defense,High,Wei Reddy,Nigerian,3,0,1,1,0,1,1,0,11,5,1,7,47.81,10.57,16.1,0,Priya Reddy,0,2,1,100,1,1,0,4,9.95,100,67.42453324894001,2.8390784635086144,3,100.0,High,1
ENT00075,Chen Consulting LLP,Partnership,REG603968,2009-02-26,6272,Hong Kong,Medium,Money Services,Medium,Fatima Williams,UAE,1,1,0,0,0,0,0,0,0,1,0,0,293.88,116.58,55.86,0,Sarah Mehta,0,1,1,27,0,2,2,1,17.18,0,5.0,4.040592106222854,0,0.0,Low,0
ENT00076,Chen Ventures LLP,Public Limited,REG100130,2005-12-03,7453,India,Low,Manufacturing,Low,Rajesh Chen,Cayman,1,1,0,0,0,0,0,0,2,2,0,0,330.79,45.33,194.8,0,Carlos Patel,0,2,1,0,0,1,1,3,20.42,0,15.49306144334055,5.27709373009641,0,0.0,Low,0
ENT00077,Singh Solutions Ltd,Partnership,REG372972,2005-01-07,7783,India,Low,IT Services,Low,John Patel,Indian,1,1,0,0,0,0,0,0,3,1,0,0,164.78,50.68,12.74,0,Sunita Nair,0,2,1,0,0,1,1,1,21.32,0,11.931471805599454,2.620311286794203,0,0.0,Low,0
ENT00078,Gupta Ventures Ltd,Trust,REG163690,2005-05-19,7651,UK,Low,Logistics,Low,Deepika Nair,American,1,1,0,0,0,0,0,0,0,2,0,0,239.99,72.77,21.68,0,Mohammed Williams,0,1,1,0,0,1,1,5,20.96,0,10.0,3.121483478859551,0,0.0,Low,0
ENT00079,Chen Enterprises Ltd,Trust,REG913237,2006-09-21,7161,Canada,Low,Arms & Defense,High,Fatima Iyer,Cayman,5,1,1,0,1,1,0,1,8,5,0,0,463.75,67.7,260.65,0,Arun Mehta,1,16,0,100,1,1,0,5,19.62,30,60.9861228866811,5.567007732818217,4,100.0,High,1
ENT00080,Singh Trading Ltd,Partnership,REG858091,2021-08-27,1707,Australia,Low,IT Services,Low,Wei Patel,Cayman,1,1,0,0,0,0,0,0,2,2,0,0,18.24,4.88,3.6,0,Mohammed Al-Farsi,0,2,1,0,0,1,1,1,4.68,0,15.49306144334055,1.5260563034950494,0,0.0,Low,0
ENT00081,Patel Enterprises Ltd,Partnership,REG699949,2016-08-14,3546,USA,Low,Real Estate,Medium,Arun Singh,Nigerian,1,1,0,0,0,0,0,0,1,2,0,0,304.4,74.2,81.8,0,Wei Chen,0,1,1,12,0,1,2,1,9.72,0,13.465735902799727,4.416428061391214,0,0.0,Low,0
ENT00082,Mehta Trading Ltd,Private Limited,REG785879,2007-07-24,6855,USA,Low,IT Services,Low,Rajesh Reddy,Russian,2,1,0,0,0,0,0,0,1,2,0,0,207.02,49.05,59.87,0,Rajesh Nair,0,3,1,0,0,1,1,2,18.78,0,13.465735902799727,4.108740442505833,0,0.0,Low,0
